ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11912,146.0,60.0,Hsx,2.0,1,Alpha,-21.0,79.0
I,11917,77.0,220.0,Dai,7.0,11,Beta-Gamma,-15.0,10.0
I,11918,56.0,180.0,Dao,6.0,11,Beta-Gamma,-9.0,-11.0
I,11920,49.0,70.0,Hax,2.0,2,Alpha,12.0,-18.0
I,11921,44.0,350.0,Cko,5.0,8,Beta,7.0,-23.0
I,11922,125.0,80.0,Dso,10.0,4,Beta,10.0,58.0
I,11923,77.0,50.0,Dao,6.0,8,Beta,18.0,10.0
I,11924,153.0,10.0,Bxo,5.0,2,Beta,-13.0,86.0
I,11925,11.0,30.0,Cro,5.0,4,Beta,-8.0,-56.0
IA,11919,147.0,,,,,,-6.0,80.0
