ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11638,309.0,50.0,Hsx,2.0,1,Alpha,13.0,61.0
I,11640,323.0,360.0,Eho,13.0,4,Beta,28.0,75.0
I,11641,281.0,30.0,Hsx,1.0,1,Alpha,2.0,33.0
I,11642,252.0,90.0,Hsx,2.0,1,Alpha,-25.0,4.0
I,11644,239.0,40.0,Cso,4.0,3,Beta,15.0,-9.0
I,11645,293.0,10.0,Bxo,4.0,4,Beta,-13.0,45.0
I,11646,231.0,40.0,Hsx,1.0,1,Alpha,13.0,-17.0
I,11647,329.0,20.0,Cro,7.0,3,Beta,16.0,81.0
I,11648,222.0,30.0,Cro,6.0,6,Beta,5.0,-26.0
I,11649,202.0,70.0,Hsx,2.0,1,Alpha,-15.0,-46.0
I,11650,194.0,240.0,Eao,14.0,9,Beta,-29.0,-54.0
I,11651,225.0,10.0,Axx,1.0,1,Alpha,20.0,-23.0
I,11652,187.0,120.0,Dao,8.0,8,Beta,20.0,-61.0
I,11653,185.0,30.0,Cso,5.0,3,Beta,9.0,-63.0
IA,11639,314.0,,,,,,-16.0,66.0
IA,11643,259.0,,,,,,-14.0,11.0
