ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11683,199.0,10.0,Bxo,3.0,4,Beta,-15.0,9.0
I,11686,263.0,140.0,Dac,8.0,7,Beta-Gamma,-13.0,73.0
I,11687,161.0,60.0,Cao,8.0,5,Beta,9.0,-32.0
I,11688,178.0,10.0,Bxo,3.0,3,Beta,-17.0,-12.0
I,11689,149.0,150.0,Cso,10.0,8,Beta,-20.0,-41.0
I,11690,122.0,20.0,Hsx,1.0,1,Alpha,23.0,-69.0
IA,11680,274.0,,,,,,-28.0,83.0
IA,11681,254.0,,,,,,17.0,63.0
IA,11684,248.0,,,,,,17.0,57.0
IA,11685,184.0,,,,,,-13.0,-7.0
