ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11912,143.0,80.0,Hsx,2.0,1,Alpha,-21.0,64.0
I,11916,169.0,120.0,Eac,12.0,4,Beta,-13.0,90.0
I,11917,75.0,190.0,Cai,6.0,12,Beta,-15.0,-4.0
I,11918,53.0,180.0,Dao,6.0,13,Beta-Gamma,-8.0,-25.0
I,11919,145.0,10.0,Axx,2.0,2,Alpha,-6.0,65.0
I,11920,48.0,80.0,Hax,3.0,2,Alpha,13.0,-31.0
I,11921,42.0,360.0,Hkx,4.0,2,Alpha,8.0,-37.0
I,11922,124.0,90.0,Dsi,10.0,9,Beta,10.0,45.0
I,11923,78.0,10.0,Bxo,8.0,9,Beta,18.0,-2.0
I,11924,152.0,20.0,Cro,2.0,2,Beta,-12.0,73.0
