ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11856,225.0,10.0,Bxo,4.0,8,Beta,7.0,22.0
I,11857,227.0,110.0,Hsx,2.0,1,Alpha,-7.0,24.0
I,11861,166.0,60.0,Cao,11.0,8,Beta,-13.0,-37.0
I,11862,252.0,10.0,Bxo,3.0,3,Beta,-23.0,49.0
I,11863,197.0,10.0,Axx,2.0,2,Alpha,-18.0,-5.0
I,11864,155.0,70.0,Hax,2.0,2,Alpha,-22.0,-48.0
I,11865,145.0,210.0,Dao,7.0,5,Beta-Delta,-21.0,-58.0
I,11866,266.0,10.0,Bxo,3.0,2,Beta,-16.0,63.0
IA,11859,283.0,,,,,,-15.0,79.0
IA,11860,190.0,,,,,,-28.0,-13.0
