ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11642,250.0,60.0,Hsx,2.0,1,Alpha,-24.0,56.0
I,11644,238.0,20.0,Hsx,1.0,1,Alpha,15.0,44.0
I,11649,201.0,60.0,Hsx,2.0,1,Alpha,-15.0,7.0
I,11650,194.0,120.0,Eao,12.0,8,Beta,-29.0,-1.0
I,11652,183.0,230.0,Eac,13.0,29,Beta-Gamma,20.0,-11.0
I,11653,188.0,10.0,Hsx,1.0,1,Alpha,11.0,-6.0
I,11654,147.0,770.0,Fki,16.0,21,Beta-Gamma,8.0,-47.0
I,11655,207.0,30.0,Cso,4.0,3,Beta,-21.0,11.0
IA,11641,284.0,,,,,,2.0,89.0
IA,11643,262.0,,,,,,-14.0,67.0
IA,11646,232.0,,,,,,13.0,37.0
IA,11648,222.0,,,,,,5.0,27.0
IA,11651,228.0,,,,,,20.0,33.0
