ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11732,157.0,80.0,Dso,6.0,3,Beta,-17.0,90.0
I,11734,131.0,400.0,Hkx,10.0,13,Alpha,-18.0,64.0
I,11736,145.0,240.0,Dai,7.0,12,Beta-Gamma,-8.0,78.0
I,11738,88.0,50.0,Cai,10.0,8,Beta,15.0,21.0
I,11739,78.0,60.0,Dao,9.0,8,Beta,12.0,9.0
I,11741,48.0,5.0,Axx,1.0,1,Alpha,-20.0,-19.0
I,11742,17.0,50.0,Dai,7.0,12,Beta,30.0,-49.0
I,11743,11.0,30.0,Hrx,5.0,2,Alpha,24.0,-55.0
I,11744,4.0,30.0,Dao,5.0,5,Beta,5.0,-61.0
IA,11737,115.0,,,,,,16.0,49.0
IA,11740,72.0,,,,,,-21.0,6.0
