ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11872,57.0,80.0,Hsx,2.0,1,Alpha,-17.0,-1.0
I,11873,49.0,50.0,Dao,9.0,12,Beta,12.0,-9.0
I,11874,78.0,40.0,Cao,6.0,10,Beta,-11.0,20.0
I,11875,26.0,150.0,Eai,11.0,24,Beta-Gamma,7.0,-32.0
I,11877,3.0,390.0,Fho,16.0,8,Beta-Gamma,-13.0,-55.0
I,11878,112.0,10.0,Bxo,5.0,2,Beta,-10.0,54.0
IA,11868,102.0,,,,,,23.0,44.0
IA,11869,77.0,,,,,,19.0,19.0
IA,11870,144.0,,,,,,-15.0,86.0
IA,11871,78.0,,,,,,16.0,20.0
