ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11689,155.0,30.0,Cro,8.0,4,Beta,-18.0,69.0
I,11690,122.0,10.0,Bxo,2.0,2,Beta,25.0,36.0
I,11691,125.0,120.0,Dao,8.0,8,Beta,13.0,39.0
I,11692,77.0,200.0,Hsx,3.0,2,Alpha,9.0,-9.0
I,11694,75.0,20.0,Hrx,1.0,1,Alpha,15.0,-11.0
I,11695,55.0,160.0,Hsx,2.0,1,Alpha,9.0,-31.0
I,11696,95.0,150.0,Eai,12.0,15,Beta-Gamma,5.0,9.0
I,11697,108.0,30.0,Cro,5.0,4,Beta,15.0,22.0
I,11698,115.0,20.0,Cro,3.0,6,Beta,-20.0,29.0
IA,11687,165.0,,,,,,8.0,79.0
IA,11693,174.0,,,,,,18.0,88.0
