ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11917,79.0,180.0,Cso,4.0,2,Beta,-17.0,91.0
I,11918,58.0,10.0,Axx,2.0,3,Alpha,-10.0,70.0
I,11920,50.0,60.0,Cso,4.0,2,Beta,13.0,62.0
I,11921,45.0,220.0,Hax,4.0,2,Alpha,6.0,57.0
I,11928,7.0,360.0,Ekc,12.0,24,Beta-Gamma,-16.0,19.0
I,11929,308.0,10.0,Bxo,5.0,2,Beta,-11.0,-40.0
I,11930,326.0,90.0,Dai,5.0,10,Beta,-11.0,-22.0
I,11931,286.0,210.0,Hax,3.0,1,Alpha,-15.0,-62.0
I,11932,331.0,10.0,Axx,3.0,2,Alpha,4.0,-17.0
IA,11925,12.0,,,,,,-7.0,24.0
IA,11926,60.0,,,,,,10.0,72.0
