ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11743,16.0,10.0,Axx,1.0,2,Alpha,20.0,69.0
I,11744,1.0,70.0,Dao,9.0,5,Beta,6.0,54.0
I,11745,334.0,210.0,Dao,8.0,11,Beta,14.0,27.0
I,11746,333.0,120.0,Dso,6.0,4,Beta,-27.0,26.0
I,11747,338.0,40.0,Cao,9.0,6,Beta,-18.0,31.0
I,11748,296.0,140.0,Dao,10.0,12,Beta-Delta,12.0,-11.0
I,11749,25.0,10.0,Bxo,4.0,3,Beta,-22.0,78.0
I,11750,1.0,80.0,Dao,6.0,9,Beta,-9.0,54.0
I,11752,359.0,20.0,Cro,5.0,4,Beta,18.0,52.0
IA,11742,20.0,,,,,,28.0,73.0
IA,11751,322.0,,,,,,-23.0,15.0
