ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11553,179.0,150.0,Dso,5.0,7,Beta,-21.0,30.0
I,11554,213.0,90.0,Dao,5.0,5,Beta,16.0,65.0
I,11555,146.0,30.0,Cso,6.0,11,Beta,8.0,-1.0
I,11559,111.0,10.0,Axx,2.0,2,Alpha,17.0,-37.0
I,11560,125.0,50.0,Dao,5.0,8,Beta,3.0,-22.0
I,11561,132.0,20.0,Cao,2.0,3,Beta,-12.0,-15.0
I,11562,92.0,10.0,Axx,1.0,1,Alpha,-16.0,-56.0
I,11563,78.0,10.0,Axx,1.0,1,Alpha,-25.0,-71.0
IA,11552,212.0,,,,,,-17.0,63.0
IA,11557,153.0,,,,,,17.0,4.0
IA,11558,112.0,,,,,,13.0,-37.0
