ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11493,212.0,180.0,Esi,11.0,10,Beta,13.0,-8.0
I,11494,202.0,120.0,Cso,2.0,2,Beta,-16.0,-18.0
I,11495,252.0,10.0,Axx,2.0,4,Alpha,-15.0,32.0
I,11496,203.0,50.0,Cso,7.0,8,Beta,17.0,-17.0
I,11497,226.0,150.0,Dao,7.0,19,Beta,-21.0,6.0
I,11498,191.0,20.0,Hsx,2.0,2,Alpha,9.0,-29.0
I,11499,186.0,20.0,Cro,4.0,2,Beta,15.0,-34.0
I,11500,254.0,30.0,Dro,3.0,4,Beta,9.0,34.0
I,11501,205.0,0.0,Axx,1.0,2,Alpha,7.0,-15.0
I,11502,179.0,10.0,Bxo,1.0,2,Beta,-17.0,-41.0
IA,11490,310.0,,,,,,-14.0,90.0
IA,11492,278.0,,,,,,-14.0,58.0
