ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11605,340.0,10.0,Bxo,7.0,4,Beta,16.0,82.0
I,11609,263.0,10.0,Hrx,4.0,3,Alpha,-14.0,10.0
I,11610,263.0,550.0,Eki,11.0,51,Beta-Gamma,-22.0,10.0
I,11611,240.0,250.0,Eho,12.0,12,Beta-Gamma,15.0,-13.0
I,11612,228.0,100.0,Hsx,5.0,1,Alpha,9.0,-25.0
I,11613,210.0,170.0,Dso,10.0,10,Beta,-22.0,-43.0
I,11614,195.0,350.0,Fho,17.0,19,Beta,16.0,-58.0
I,11615,205.0,160.0,Cao,10.0,8,Beta,10.0,-48.0
IA,11604,337.0,,,,,,7.0,84.0
IA,11606,319.0,,,,,,-15.0,66.0
IA,11608,284.0,,,,,,-20.0,31.0
