ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11529,221.0,30.0,Hsx,1.0,1,Alpha,-10.0,88.0
I,11530,211.0,100.0,Hsx,1.0,1,Alpha,-18.0,78.0
I,11532,186.0,240.0,Cso,9.0,4,Beta,-19.0,53.0
I,11535,135.0,100.0,Cso,8.0,10,Beta,18.0,2.0
I,11536,171.0,30.0,Cso,13.0,3,Beta,-25.0,38.0
I,11537,110.0,50.0,Hsx,2.0,1,Alpha,12.0,-23.0
I,11538,117.0,220.0,Eso,11.0,8,Beta-Gamma,-22.0,-16.0
I,11539,102.0,20.0,Cro,3.0,3,Beta,-22.0,-31.0
I,11540,87.0,90.0,Cao,7.0,8,Beta,-27.0,-46.0
I,11541,83.0,0.0,Axx,1.0,1,Alpha,-15.0,-50.0
IA,11534,173.0,,,,,,23.0,40.0
