ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11399,223.0,10.0,Axx,1.0,1,Alpha,-23.0,-3.0
I,11401,213.0,540.0,Eki,15.0,22,Beta-Gamma,18.0,-13.0
I,11402,211.0,500.0,Dko,9.0,12,Beta,29.0,-15.0
I,11403,250.0,30.0,Cro,4.0,5,Beta,-19.0,24.0
I,11405,201.0,40.0,Hsx,1.0,1,Alpha,13.0,-25.0
I,11406,310.0,10.0,Axx,1.0,1,Alpha,-24.0,84.0
I,11407,227.0,10.0,Bxo,4.0,5,Beta,17.0,0.0
IA,11395,314.0,,,,,,20.0,86.0
IA,11396,286.0,,,,,,25.0,58.0
IA,11397,282.0,,,,,,-20.0,54.0
IA,11400,301.0,,,,,,-13.0,73.0
IA,11404,298.0,,,,,,11.0,70.0
