ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11396,285.0,10.0,Bxo,2.0,4,Beta,25.0,44.0
I,11399,224.0,20.0,Hsx,1.0,1,Alpha,-23.0,-17.0
I,11401,214.0,450.0,Ekc,15.0,18,Beta-Gamma,16.0,-27.0
I,11402,214.0,550.0,Dko,8.0,8,Beta,28.0,-27.0
I,11403,252.0,20.0,Cro,3.0,5,Beta,-19.0,11.0
I,11405,202.0,40.0,Hsx,2.0,2,Alpha,11.0,-39.0
I,11406,309.0,30.0,Cso,4.0,2,Beta,-24.0,68.0
I,11407,228.0,10.0,Bxo,1.0,2,Beta,17.0,-13.0
IA,11395,313.0,,,,,,20.0,72.0
IA,11397,281.0,,,,,,-20.0,40.0
IA,11398,319.0,,,,,,11.0,78.0
IA,11400,300.0,,,,,,-13.0,59.0
IA,11404,297.0,,,,,,11.0,56.0
