ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11560,128.0,230.0,Eai,11.0,13,Beta-Gamma-Delta,4.0,58.0
I,11562,104.0,70.0,Dso,5.0,5,Beta,-21.0,35.0
I,11564,68.0,270.0,Esi,12.0,32,Beta-Gamma,-14.0,-1.0
I,11565,74.0,40.0,Dso,4.0,4,Beta,10.0,5.0
I,11566,18.0,60.0,Hsx,4.0,1,Alpha,22.0,-50.0
IA,11555,152.0,,,,,,8.0,82.0
IA,11557,158.0,,,,,,17.0,88.0
IA,11558,121.0,,,,,,13.0,51.0
IA,11559,114.0,,,,,,15.0,44.0
IA,11561,138.0,,,,,,-10.0,68.0
IA,11563,80.0,,,,,,-24.0,10.0
