ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11401,213.0,350.0,Eki,15.0,19,Beta,17.0,12.0
I,11402,212.0,360.0,Dko,7.0,7,Beta,29.0,11.0
I,11405,200.0,30.0,Cso,4.0,4,Beta,13.0,-1.0
I,11407,229.0,70.0,Dro,8.0,10,Beta,17.0,28.0
I,11408,132.0,120.0,Hax,3.0,1,Alpha,6.0,-68.0
I,11409,150.0,0.0,Axx,0.0,1,Alpha,16.0,-50.0
IA,11396,287.0,,,,,,25.0,86.0
IA,11397,283.0,,,,,,-20.0,82.0
IA,11399,226.0,,,,,,-23.0,25.0
IA,11403,253.0,,,,,,-19.0,52.0
