ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11528,227.0,10.0,Bxo,4.0,4,Beta,15.0,81.0
I,11529,222.0,40.0,Hsx,1.0,1,Alpha,-11.0,76.0
I,11530,212.0,100.0,Hsx,2.0,2,Alpha,-18.0,66.0
I,11532,187.0,230.0,Cso,6.0,6,Beta,-18.0,41.0
I,11534,172.0,0.0,Axx,1.0,1,Alpha,23.0,26.0
I,11535,135.0,100.0,Cso,9.0,7,Beta,18.0,-9.0
I,11536,172.0,30.0,Cro,13.0,5,Beta-Gamma,-23.0,26.0
I,11537,111.0,40.0,Hsx,2.0,1,Alpha,12.0,-35.0
I,11538,118.0,220.0,Dao,10.0,6,Beta,-22.0,-28.0
I,11539,101.0,10.0,Bxo,6.0,3,Beta,-23.0,-45.0
I,11540,86.0,30.0,Cro,7.0,3,Beta,-27.0,-60.0
I,11541,82.0,10.0,Hrx,1.0,1,Alpha,-15.0,-64.0
IA,11527,233.0,,,,,,27.0,87.0
IA,11533,223.0,,,,,,-28.0,77.0
