ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11395,311.0,10.0,Hsx,2.0,1,Alpha,20.0,44.0
I,11396,286.0,40.0,Dso,4.0,10,Beta,25.0,19.0
I,11398,317.0,50.0,Cro,5.0,5,Beta,12.0,50.0
I,11399,224.0,20.0,Hsx,1.0,1,Alpha,-22.0,-43.0
I,11401,216.0,420.0,Eso,12.0,13,Beta,17.0,-51.0
I,11402,214.0,480.0,Cko,7.0,6,Beta,28.0,-53.0
I,11404,296.0,30.0,Dso,3.0,3,Beta,12.0,29.0
I,11405,202.0,20.0,Hsx,2.0,1,Alpha,13.0,-65.0
IA,11397,279.0,,,,,,-20.0,12.0
IA,11400,298.0,,,,,,-13.0,31.0
IA,11403,252.0,,,,,,-19.0,-15.0
