ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12335,195.0,40.0,Cso,5.0,4,Beta,-16.0,71.0
I,12339,129.0,760.0,Fkc,19.0,60,Beta-Gamma,13.0,5.0
I,12340,113.0,20.0,Hrx,3.0,5,Alpha,-8.0,-12.0
I,12341,104.0,100.0,Hsx,2.0,1,Alpha,-19.0,-20.0
I,12342,88.0,50.0,Dai,7.0,5,Beta-Gamma,18.0,-35.0
I,12343,98.0,20.0,Cro,4.0,6,Beta,10.0,-25.0
I,12344,65.0,60.0,Cso,5.0,2,Beta,-10.0,-58.0
I,12345,121.0,10.0,Axx,2.0,3,Alpha,12.0,-2.0
I,12346,54.0,50.0,Hsx,1.0,1,Alpha,-12.0,-69.0
I,12347,55.0,20.0,Hsx,1.0,1,Alpha,6.0,-68.0
IA,12337,176.0,,,,,,-17.0,52.0
IA,12338,179.0,,,,,,5.0,54.0
