ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11274,358.0,30.0,Hrx,1.0,1,Alpha,19.0,72.0
I,11277,300.0,60.0,Hsx,1.0,1,Alpha,18.0,14.0
I,11279,292.0,80.0,Hsx,1.0,1,Alpha,13.0,6.0
I,11280,323.0,10.0,Cro,3.0,2,Beta,12.0,37.0
I,11281,258.0,100.0,Csi,4.0,11,Beta,-20.0,-28.0
I,11282,299.0,50.0,Dso,5.0,9,Beta,25.0,13.0
I,11283,225.0,100.0,Cso,3.0,2,Beta,12.0,-61.0
I,11284,357.0,10.0,Bxo,4.0,3,Beta,-17.0,62.0
I,11285,334.0,10.0,Axx,0.0,1,Alpha,29.0,48.0
IA,11275,357.0,,,,,,7.0,70.0
IA,11276,350.0,,,,,,20.0,63.0
