ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11309,151.0,60.0,Hsx,3.0,1,Alpha,24.0,86.0
I,11312,120.0,270.0,Hhx,3.0,1,Alpha,23.0,55.0
I,11313,117.0,80.0,Dso,5.0,5,Beta,-16.0,52.0
I,11314,56.0,280.0,Cho,6.0,6,Beta,26.0,-9.0
I,11315,110.0,10.0,Bxo,2.0,3,Beta,20.0,44.0
I,11316,49.0,330.0,Dhc,8.0,9,Beta,-12.0,-15.0
I,11317,37.0,70.0,Hsx,2.0,1,Alpha,-26.0,-28.0
I,11318,96.0,40.0,Cso,5.0,7,Beta,20.0,31.0
I,11319,48.0,80.0,Esi,12.0,20,Beta,9.0,-16.0
I,11320,117.0,30.0,Cro,5.0,4,Beta,-21.0,51.0
