ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11374,352.0,50.0,Hsx,2.0,1,Alpha,-19.0,90.0
I,11376,308.0,40.0,Dai,4.0,14,Beta,19.0,46.0
I,11377,302.0,10.0,Bxo,1.0,3,Beta,12.0,40.0
I,11380,230.0,30.0,Cao,3.0,4,Beta,-21.0,-31.0
I,11381,263.0,90.0,Dao,7.0,8,Beta,-17.0,1.0
I,11382,256.0,120.0,Dai,3.0,13,Beta,-19.0,-6.0
I,11383,208.0,40.0,Hsx,2.0,1,Alpha,3.0,-53.0
I,11384,201.0,90.0,Dao,4.0,4,Beta,12.0,-61.0
IA,11378,326.0,,,,,,-17.0,63.0
IA,11379,324.0,,,,,,-29.0,61.0
