ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11314,53.0,90.0,Hsx,4.0,1,Alpha,29.0,93.0
I,11317,37.0,50.0,Hsx,2.0,1,Alpha,-25.0,77.0
I,11319,49.0,40.0,Cso,1.0,5,Beta,13.0,89.0
I,11323,331.0,10.0,Axx,1.0,1,Alpha,25.0,11.0
I,11324,306.0,280.0,Eac,15.0,28,Beta-Gamma,10.0,-14.0
I,11325,277.0,180.0,Dai,7.0,8,Beta,15.0,-43.0
I,11327,335.0,130.0,Dao,8.0,11,Beta,-21.0,15.0
I,11328,326.0,10.0,Bxo,3.0,3,Beta,17.0,6.0
I,11329,15.0,10.0,Axx,1.0,1,Alpha,-29.0,55.0
I,11330,254.0,210.0,Dso,5.0,5,Beta,4.0,-66.0
IA,11321,8.0,,,,,,-16.0,48.0
IA,11326,22.0,,,,,,16.0,62.0
