ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11289,126.0,310.0,Cko,7.0,5,Beta,22.0,51.0
I,11290,143.0,10.0,Bxo,2.0,3,Beta,-13.0,69.0
I,11291,157.0,90.0,Dao,9.0,3,Beta,24.0,82.0
I,11292,78.0,20.0,Hrx,1.0,1,Alpha,9.0,4.0
I,11293,139.0,10.0,Bxo,3.0,2,Beta,17.0,65.0
I,11294,105.0,20.0,Cro,5.0,1,Beta,-16.0,31.0
I,11295,57.0,240.0,Dai,8.0,23,Beta-Gamma,22.0,-17.0
I,11296,43.0,130.0,Dao,7.0,8,Beta,26.0,-31.0
I,11297,151.0,60.0,Dao,9.0,2,Beta,-18.0,77.0
I,11298,50.0,70.0,Dso,9.0,7,Beta,15.0,-23.0
I,11299,62.0,30.0,Cro,7.0,8,Beta,-21.0,-11.0
