ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11287,176.0,10.0,Hsx,3.0,1,Alpha,-28.0,83.0
I,11289,128.0,300.0,Cho,5.0,5,Beta,22.0,39.0
I,11290,143.0,10.0,Axx,3.0,2,Alpha,-13.0,55.0
I,11291,157.0,50.0,Cro,5.0,3,Beta,22.0,69.0
I,11292,79.0,20.0,Hrx,1.0,1,Alpha,10.0,-8.0
I,11293,139.0,50.0,Dao,4.0,5,Beta,17.0,51.0
I,11294,102.0,20.0,Cro,6.0,7,Beta,-17.0,14.0
I,11295,57.0,130.0,Dai,6.0,16,Beta,22.0,-30.0
I,11296,45.0,130.0,Dai,7.0,8,Beta,27.0,-40.0
I,11297,152.0,50.0,Dao,5.0,4,Beta,-18.0,64.0
I,11298,50.0,40.0,Dso,7.0,5,Beta,16.0,-38.0
