ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11352,283.0,30.0,Hsx,1.0,1,Alpha,-24.0,52.0
I,11353,266.0,10.0,Hsx,2.0,1,Alpha,8.0,35.0
I,11354,267.0,25.0,Cso,6.0,5,Beta,-15.0,36.0
I,11355,251.0,80.0,Hsx,2.0,2,Alpha,14.0,20.0
I,11356,228.0,220.0,Esi,14.0,23,Beta,16.0,-3.0
I,11357,314.0,60.0,Dso,7.0,6,Beta,18.0,83.0
I,11358,190.0,170.0,Eai,11.0,19,Beta,20.0,-41.0
I,11359,296.0,50.0,Dao,6.0,7,Beta,16.0,65.0
I,11360,213.0,50.0,Cao,2.0,6,Beta,17.0,-17.0
I,11361,172.0,5.0,Axx,0.0,1,Alpha,19.0,-59.0
IA,11350,313.0,,,,,,25.0,81.0
