ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11341,53.0,80.0,Dso,9.0,3,Beta,9.0,76.0
I,11342,63.0,110.0,Hsx,3.0,1,Alpha,16.0,87.0
I,11343,41.0,50.0,Hsx,2.0,1,Alpha,27.0,64.0
I,11346,339.0,60.0,Cso,4.0,3,Beta,-18.0,3.0
I,11347,346.0,20.0,Hsx,0.0,1,Alpha,8.0,10.0
I,11350,307.0,80.0,Dso,7.0,2,Beta,26.0,-29.0
I,11352,283.0,140.0,Eso,12.0,3,Beta,-24.0,-53.0
I,11353,261.0,30.0,Hsx,2.0,1,Alpha,8.0,-76.0
I,11354,265.0,130.0,Dao,10.0,6,Beta,-15.0,-73.0
IA,11349,21.0,,,,,,17.0,43.0
IA,11351,329.0,,,,,,-24.0,-9.0
