ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11334,196.0,40.0,Cso,2.0,2,Beta,12.0,87.0
I,11338,120.0,240.0,Esi,11.0,16,Beta-Gamma,-12.0,11.0
I,11339,103.0,1240.0,Fkc,16.0,45,Beta-Gamma-Delta,19.0,-5.0
I,11340,72.0,90.0,Hsx,2.0,1,Alpha,-9.0,-36.0
I,11341,53.0,180.0,Cao,10.0,3,Beta,10.0,-55.0
I,11342,61.0,170.0,Eao,11.0,5,Beta,17.0,-47.0
I,11343,46.0,140.0,Hsx,2.0,1,Alpha,27.0,-62.0
I,11344,102.0,0.0,Axx,1.0,1,Alpha,-22.0,-6.0
IA,11336,152.0,,,,,,11.0,43.0
IA,11337,137.0,,,,,,18.0,28.0
