ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11312,121.0,180.0,Hsx,3.0,1,Alpha,23.0,68.0
I,11313,117.0,70.0,Dso,5.0,5,Beta,-16.0,64.0
I,11314,56.0,330.0,Cho,5.0,4,Beta,28.0,4.0
I,11316,49.0,340.0,Dhi,8.0,11,Beta,-12.0,-3.0
I,11317,37.0,80.0,Hsx,2.0,1,Alpha,-26.0,-15.0
I,11318,98.0,20.0,Cso,2.0,4,Beta,25.0,46.0
I,11319,51.0,240.0,Eai,11.0,30,Beta,11.0,-1.0
I,11320,118.0,10.0,Axx,5.0,4,Alpha,-21.0,65.0
I,11321,1.0,10.0,Bxo,3.0,2,Beta,13.0,-52.0
I,11322,104.0,10.0,Bxo,5.0,4,Beta,-27.0,51.0
