strength,date,,filename
89,2022-01-03.0,2022-01-01.0,AR_LIST_2022.01.01_00:00:00.txt
523,2022-01-08.5,2022-01-01.0,AR_LIST_2022.01.01_00:00:00.txt
26,2022-01-02.4,2022-01-01.5,AR_LIST_2022.01.01_12:00:00.txt
669,2022-01-03.8,2022-01-01.5,AR_LIST_2022.01.01_12:00:00.txt
407,2022-01-08.0,2022-01-01.5,AR_LIST_2022.01.01_12:00:00.txt
611,2022-01-04.2,2022-01-02.0,AR_LIST_2022.01.02_00:00:00.txt
391,2022-01-08.4,2022-01-02.0,AR_LIST_2022.01.02_00:00:00.txt
755,2022-01-03.7,2022-01-02.5,AR_LIST_2022.01.02_12:00:00.txt
447,2022-01-07.8,2022-01-02.5,AR_LIST_2022.01.02_12:00:00.txt
685,2022-01-04.2,2022-01-03.0,AR_LIST_2022.01.03_00:00:00.txt
466,2022-01-08.3,2022-01-03.0,AR_LIST_2022.01.03_00:00:00.txt
793,2022-01-03.7,2022-01-03.5,AR_LIST_2022.01.03_12:00:00.txt
397,2022-01-07.7,2022-01-03.5,AR_LIST_2022.01.03_12:00:00.txt
606,2022-01-13.7,2022-01-03.5,AR_LIST_2022.01.03_12:00:00.txt
467,2022-01-04.4,2022-01-04.0,AR_LIST_2022.01.04_00:00:00.txt
574,2022-01-08.1,2022-01-04.0,AR_LIST_2022.01.04_00:00:00.txt
591,2022-01-14.2,2022-01-04.0,AR_LIST_2022.01.04_00:00:00.txt
132,2022-01-04.2,2022-01-04.5,AR_LIST_2022.01.04_12:00:00.txt
438,2022-01-07.6,2022-01-04.5,AR_LIST_2022.01.04_12:00:00.txt
413,2022-01-07.8,2022-01-04.5,AR_LIST_2022.01.04_12:00:00.txt
956,2022-01-13.7,2022-01-04.5,AR_LIST_2022.01.04_12:00:00.txt
612,2022-01-08.2,2022-01-05.0,AR_LIST_2022.01.05_00:00:00.txt
295,2022-01-08.2,2022-01-05.0,AR_LIST_2022.01.05_00:00:00.txt
1008,2022-01-14.2,2022-01-05.0,AR_LIST_2022.01.05_00:00:00.txt
365,2022-01-07.7,2022-01-05.5,AR_LIST_2022.01.05_12:00:00.txt
473,2022-01-07.8,2022-01-05.5,AR_LIST_2022.01.05_12:00:00.txt
1181,2022-01-13.6,2022-01-05.5,AR_LIST_2022.01.05_12:00:00.txt
170,2022-01-08.2,2022-01-06.0,AR_LIST_2022.01.06_00:00:00.txt
996,2022-01-08.3,2022-01-06.0,AR_LIST_2022.01.06_00:00:00.txt
1199,2022-01-14.1,2022-01-06.0,AR_LIST_2022.01.06_00:00:00.txt
272,2022-01-07.8,2022-01-06.5,AR_LIST_2022.01.06_12:00:00.txt
1052,2022-01-07.8,2022-01-06.5,AR_LIST_2022.01.06_12:00:00.txt
1327,2022-01-13.6,2022-01-06.5,AR_LIST_2022.01.06_12:00:00.txt
141,2022-01-08.3,2022-01-07.0,AR_LIST_2022.01.07_00:00:00.txt
1066,2022-01-08.4,2022-01-07.0,AR_LIST_2022.01.07_00:00:00.txt
1172,2022-01-14.1,2022-01-07.0,AR_LIST_2022.01.07_00:00:00.txt
247,2022-01-07.8,2022-01-07.5,AR_LIST_2022.01.07_12:00:00.txt
823,2022-01-07.9,2022-01-07.5,AR_LIST_2022.01.07_12:00:00.txt
1165,2022-01-13.6,2022-01-07.5,AR_LIST_2022.01.07_12:00:00.txt
119,2022-01-08.3,2022-01-08.0,AR_LIST_2022.01.08_00:00:00.txt
708,2022-01-08.6,2022-01-08.0,AR_LIST_2022.01.08_00:00:00.txt
1045,2022-01-14.1,2022-01-08.0,AR_LIST_2022.01.08_00:00:00.txt
646,2022-01-16.3,2022-01-08.0,AR_LIST_2022.01.08_00:00:00.txt
4,2022-01-08.0,2022-01-08.5,AR_LIST_2022.01.08_12:00:00.txt
304,2022-01-08.4,2022-01-08.5,AR_LIST_2022.01.08_12:00:00.txt
993,2022-01-13.6,2022-01-08.5,AR_LIST_2022.01.08_12:00:00.txt
666,2022-01-15.9,2022-01-08.5,AR_LIST_2022.01.08_12:00:00.txt
67,2022-01-09.1,2022-01-09.0,AR_LIST_2022.01.09_00:00:00.txt
929,2022-01-14.1,2022-01-09.0,AR_LIST_2022.01.09_00:00:00.txt
805,2022-01-16.3,2022-01-09.0,AR_LIST_2022.01.09_00:00:00.txt
685,2022-01-13.5,2022-01-09.5,AR_LIST_2022.01.09_12:00:00.txt
1048,2022-01-16.0,2022-01-09.5,AR_LIST_2022.01.09_12:00:00.txt
712,2022-01-14.0,2022-01-10.0,AR_LIST_2022.01.10_00:00:00.txt
1393,2022-01-16.4,2022-01-10.0,AR_LIST_2022.01.10_00:00:00.txt
653,2022-01-13.4,2022-01-10.5,AR_LIST_2022.01.10_12:00:00.txt
1457,2022-01-15.9,2022-01-10.5,AR_LIST_2022.01.10_12:00:00.txt
621,2022-01-13.9,2022-01-11.0,AR_LIST_2022.01.11_00:00:00.txt
1505,2022-01-16.3,2022-01-11.0,AR_LIST_2022.01.11_00:00:00.txt
504,2022-01-13.4,2022-01-11.5,AR_LIST_2022.01.11_12:00:00.txt
1601,2022-01-15.8,2022-01-11.5,AR_LIST_2022.01.11_12:00:00.txt
417,2022-01-14.0,2022-01-12.0,AR_LIST_2022.01.12_00:00:00.txt
1411,2022-01-16.4,2022-01-12.0,AR_LIST_2022.01.12_00:00:00.txt
495,2022-01-13.4,2022-01-12.5,AR_LIST_2022.01.12_12:00:00.txt
1548,2022-01-15.8,2022-01-12.5,AR_LIST_2022.01.12_12:00:00.txt
472,2022-01-13.8,2022-01-13.0,AR_LIST_2022.01.13_00:00:00.txt
1151,2022-01-16.4,2022-01-13.0,AR_LIST_2022.01.13_00:00:00.txt
331,2022-01-13.4,2022-01-13.5,AR_LIST_2022.01.13_12:00:00.txt
1268,2022-01-15.8,2022-01-13.5,AR_LIST_2022.01.13_12:00:00.txt
100,2022-01-14.2,2022-01-14.0,AR_LIST_2022.01.14_00:00:00.txt
854,2022-01-16.3,2022-01-14.0,AR_LIST_2022.01.14_00:00:00.txt
854,2022-01-15.8,2022-01-14.5,AR_LIST_2022.01.14_12:00:00.txt
396,2022-01-16.3,2022-01-15.0,AR_LIST_2022.01.15_00:00:00.txt
267,2022-01-15.7,2022-01-15.5,AR_LIST_2022.01.15_12:00:00.txt
421,2022-01-22.9,2022-01-16.0,AR_LIST_2022.01.16_00:00:00.txt
1196,2022-01-21.4,2022-01-16.5,AR_LIST_2022.01.16_12:00:00.txt
1015,2022-01-22.1,2022-01-17.0,AR_LIST_2022.01.17_00:00:00.txt
1033,2022-01-21.5,2022-01-17.5,AR_LIST_2022.01.17_12:00:00.txt
807,2022-01-22.5,2022-01-18.0,AR_LIST_2022.01.18_00:00:00.txt
690,2022-01-22.0,2022-01-18.5,AR_LIST_2022.01.18_12:00:00.txt
414,2022-01-22.6,2022-01-19.0,AR_LIST_2022.01.19_00:00:00.txt
150,2022-01-22.2,2022-01-19.5,AR_LIST_2022.01.19_12:00:00.txt
41,2022-01-22.6,2022-01-20.0,AR_LIST_2022.01.20_00:00:00.txt
69,2022-01-22.0,2022-01-20.5,AR_LIST_2022.01.20_12:00:00.txt
20,2022-01-22.5,2022-01-21.0,AR_LIST_2022.01.21_00:00:00.txt
32,2022-01-22.0,2022-01-21.5,AR_LIST_2022.01.21_12:00:00.txt
423,2022-02-03.6,2022-01-27.5,AR_LIST_2022.01.27_12:00:00.txt
398,2022-02-04.1,2022-01-28.0,AR_LIST_2022.01.28_00:00:00.txt
504,2022-02-02.0,2022-01-28.5,AR_LIST_2022.01.28_12:00:00.txt
643,2022-02-03.6,2022-01-28.5,AR_LIST_2022.01.28_12:00:00.txt
449,2022-02-02.5,2022-01-29.0,AR_LIST_2022.01.29_00:00:00.txt
