strength,date
2013-00,296.0
2013-00.5,661.5
2013-01,724.8571428571429
2013-01.5,500.0
2013-02,867.625
2013-02.5,341.1666666666667
2013-03,125.8
2013-03.5,591.75
2013-04,324.625
2013-04.5,120.0
2013-05,10.0
2013-08,555.0
2013-08.5,634.0
2013-09,484.25
2013-09.5,460.5
2013-11.5,665.0
2013-12,904.8888888888889
2013-12.5,542.2352941176471
2013-13,349.7692307692308
2013-13.5,151.0
2013-14.5,447.0
2013-15,461.2352941176471
2013-15.5,515.2941176470588
2013-16,694.5333333333333
2013-16.5,1066.5454545454545
2013-17,523.3333333333334
2013-17.5,1132.5
2013-18,762.625
2013-18.5,574.0
2013-19,822.9230769230769
2013-19.5,1066.5833333333333
2013-20,627.9230769230769
2013-20.5,43.0
2013-21,471.57142857142856
2013-21.5,161.75
2013-24,409.0
2013-24.5,25.0
2013-25.5,410.0
2013-26,294.0
2013-27,404.0
2013-27.5,255.16666666666666
2013-28,202.875
2013-28.5,734.4444444444445
2013-29,513.4285714285714
2013-29.5,87.91666666666667
2013-30,430.75
2013-30.5,670.0
2013-31,940.625
2013-31.5,793.8333333333334
2013-32,334.25
2013-32.5,578.5
2013-33,657.0909090909091
2013-33.5,339.6
2013-34,284.5
2013-34.5,1105.0
2013-35,369.1666666666667
2013-36,1028.3333333333333
2013-36.5,1609.1666666666667
2013-37,1043.375
2013-37.5,363.5
2013-39,660.25
2013-39.5,963.625
2013-40,603.6923076923077
2013-40.5,174.75
2013-41,526.5
2013-41.5,656.2727272727273
2013-42,905.0
2013-42.5,947.1428571428571
2013-43,1207.1176470588234
2013-43.5,1521.5625
2013-44,1784.0666666666666
2013-44.5,1304.7222222222222
2013-45,803.9047619047619
2013-45.5,561.125
2013-46,657.3333333333334
2013-46.5,811.8333333333334
2013-47,712.7619047619048
2013-47.5,752.0
2013-48,885.7142857142857
2013-48.5,1176.5
2013-49,1160.7692307692307
2013-49.5,1114.909090909091
2013-50,1050.9130434782608
2013-50.5,1053.888888888889
2013-51,748.8666666666667
2013-51.5,1039.9
2013-52,1696.75
