ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12907,313.0,280.0,Ehi,12.0,15,Beta-Gamma,-22.0,78.0
I,12908,301.0,20.0,Cro,5.0,4,Beta,-20.0,66.0
I,12909,288.0,20.0,Hrx,1.0,1,Alpha,-21.0,53.0
I,12912,235.0,20.0,Hrx,1.0,1,Alpha,-12.0,0.0
I,12915,238.0,20.0,Cro,7.0,3,Beta,16.0,3.0
I,12916,193.0,400.0,Dhi,7.0,17,Beta,-18.0,-42.0
I,12917,230.0,50.0,Cro,6.0,9,Beta,-27.0,-5.0
I,12918,211.0,140.0,Dai,9.0,15,Beta,19.0,-24.0
IA,12911,274.0,,,,,,20.0,39.0
IA,12913,258.0,,,,,,-25.0,23.0
IA,12914,254.0,,,,,,-17.0,19.0
