ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12907,311.0,230.0,Eai,11.0,14,Beta-Gamma,-21.0,50.0
I,12908,300.0,100.0,Dai,7.0,16,Beta-Gamma,-20.0,39.0
I,12909,287.0,70.0,Hsx,3.0,3,Alpha,-21.0,26.0
I,12911,273.0,10.0,Axx,1.0,1,Alpha,20.0,12.0
I,12912,234.0,20.0,Hrx,1.0,1,Alpha,-12.0,-27.0
I,12915,239.0,30.0,Dro,5.0,3,Beta,16.0,-22.0
I,12916,192.0,240.0,Dso,9.0,3,Beta,-17.0,-69.0
I,12917,231.0,10.0,Bxo,2.0,2,Beta,-27.0,-30.0
I,12918,209.0,20.0,Cro,6.0,4,Beta,20.0,-52.0
IA,12906,346.0,,,,,,-29.0,85.0
IA,12910,354.0,,,,,,15.0,93.0
IA,12913,256.0,,,,,,-28.0,-5.0
IA,12914,252.0,,,,,,-17.0,-9.0
