ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11949,9.0,20.0,Hax,4.0,2,Alpha,-15.0,84.0
I,11952,327.0,30.0,Hsx,2.0,1,Alpha,-32.0,42.0
I,11955,276.0,40.0,Hax,3.0,1,Alpha,-14.0,-9.0
I,11957,277.0,30.0,Dro,8.0,8,Beta,12.0,-7.0
I,11958,249.0,50.0,Cso,2.0,1,Beta,-7.0,-36.0
I,11959,238.0,190.0,Eai,11.0,7,Beta-Gamma,-24.0,-47.0
I,11960,236.0,200.0,Hax,3.0,1,Alpha,-15.0,-49.0
I,11961,320.0,40.0,Dao,4.0,6,Beta,-12.0,34.0
I,11962,280.0,20.0,Cro,5.0,3,Beta,-37.0,-5.0
IA,11954,5.0,,,,,,8.0,79.0
IA,11956,292.0,,,,,,-15.0,6.0
