ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12053,318.0,10.0,Axx,0.0,1,Alpha,9.0,69.0
I,12055,270.0,330.0,Eko,11.0,10,Beta,13.0,22.0
I,12056,258.0,300.0,Eko,11.0,17,Beta,5.0,9.0
I,12057,248.0,110.0,Hsx,2.0,4,Alpha,14.0,0.0
I,12058,233.0,10.0,Axx,2.0,5,Alpha,-11.0,-15.0
I,12059,255.0,20.0,Hsx,1.0,4,Alpha,-1.0,7.0
I,12060,226.0,180.0,Dac,7.0,25,Beta-Gamma,-16.0,-22.0
I,12061,195.0,100.0,Hsx,2.0,2,Alpha,-24.0,-53.0
I,12062,291.0,80.0,Dao,6.0,6,Beta,-6.0,43.0
IA,12052,337.0,,,,,,-12.0,88.0
IA,12054,294.0,,,,,,-9.0,45.0
