ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12096,360.0,10.0,Axx,1.0,1,Alpha,10.0,66.0
I,12097,352.0,10.0,Axx,1.0,1,Alpha,14.0,58.0
I,12100,308.0,40.0,Cai,7.0,16,Beta,10.0,14.0
I,12102,277.0,70.0,Dsi,8.0,15,Beta,12.0,-17.0
I,12104,269.0,470.0,Dkc,10.0,23,Beta-Gamma-Delta,-12.0,-25.0
I,12105,308.0,10.0,Axx,1.0,1,Alpha,-5.0,12.0
I,12106,260.0,70.0,Dao,6.0,9,Beta,14.0,-34.0
I,12107,261.0,340.0,Dko,9.0,7,Beta,-20.0,-34.0
I,12108,241.0,90.0,Dao,5.0,6,Beta,-9.0,-53.0
I,12109,220.0,150.0,Hsx,6.0,1,Alpha,-8.0,-74.0
IA,12099,9.0,,,,,,-16.0,75.0
IA,12101,24.0,,,,,,-7.0,90.0
IA,12103,298.0,,,,,,-10.0,4.0
