ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12080,264.0,350.0,Dki,8.0,8,Beta-Gamma-Delta,-11.0,91.0
I,12082,253.0,140.0,Cao,4.0,2,Beta,15.0,80.0
I,12085,257.0,200.0,Eai,15.0,13,Beta-Gamma,-19.0,84.0
I,12087,155.0,180.0,Dai,8.0,24,Beta-Gamma,-18.0,-16.0
I,12088,247.0,20.0,Hrx,4.0,1,Alpha,-9.0,74.0
I,12089,198.0,100.0,Dai,8.0,10,Beta-Gamma,18.0,25.0
I,12090,143.0,120.0,Cso,11.0,3,Beta,24.0,-30.0
I,12091,202.0,0.0,Axx,1.0,2,Alpha,-8.0,29.0
I,12092,140.0,10.0,Bxo,5.0,6,Beta,-19.0,-33.0
IA,12086,220.0,,,,,,1.0,47.0
