ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12017,149.0,10.0,Axx,2.0,2,Alpha,10.0,78.0
I,12021,76.0,220.0,Dai,7.0,18,Beta-Gamma,-14.0,5.0
I,12022,61.0,30.0,Hsx,1.0,1,Alpha,17.0,-10.0
I,12026,21.0,130.0,Dai,10.0,28,Beta-Gamma,-11.0,-50.0
I,12027,16.0,100.0,Hsx,3.0,1,Alpha,13.0,-55.0
I,12028,9.0,30.0,Dao,5.0,3,Beta,-8.0,-62.0
I,12029,29.0,20.0,Hrx,1.0,1,Alpha,18.0,-42.0
IA,12018,145.0,,,,,,4.0,74.0
IA,12020,110.0,,,,,,-13.0,39.0
IA,12024,94.0,,,,,,17.0,23.0
IA,12025,118.0,,,,,,-24.0,47.0
