ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12121,325.0,90.0,Cai,5.0,11,Beta,8.0,54.0
I,12125,268.0,20.0,Hsx,1.0,1,Alpha,-14.0,-3.0
I,12126,325.0,100.0,Dao,10.0,7,Beta,-9.0,54.0
I,12127,249.0,270.0,Dkc,5.0,10,Beta-Gamma,-9.0,-22.0
I,12128,250.0,30.0,Hsx,1.0,1,Alpha,-20.0,-21.0
I,12130,229.0,290.0,Dkc,8.0,19,Beta-Gamma,-7.0,-42.0
I,12131,238.0,30.0,Dro,5.0,5,Beta,-18.0,-33.0
I,12132,211.0,30.0,Cro,4.0,5,Beta,-18.0,-60.0
IA,12122,346.0,,,,,,-13.0,75.0
IA,12123,323.0,,,,,,-14.0,52.0
IA,12124,276.0,,,,,,-21.0,5.0
IA,12129,322.0,,,,,,-5.0,51.0
