ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11949,12.0,80.0,Hax,3.0,3,Alpha,-15.0,61.0
I,11952,328.0,50.0,Hax,2.0,1,Alpha,-32.0,16.0
I,11953,30.0,30.0,Cro,6.0,3,Beta,-17.0,79.0
I,11954,8.0,10.0,Axx,0.0,1,Alpha,8.0,52.0
I,11955,279.0,60.0,Hax,5.0,3,Alpha,-14.0,-36.0
I,11957,275.0,30.0,Cro,6.0,7,Beta,12.0,-36.0
I,11958,248.0,30.0,Hax,1.0,1,Alpha,-8.0,-63.0
I,11959,243.0,70.0,Cao,2.0,3,Beta,-25.0,-68.0
I,11960,235.0,140.0,Hax,3.0,2,Alpha,-14.0,-77.0
IA,11950,31.0,,,,,,16.0,79.0
IA,11956,289.0,,,,,,-15.0,-22.0
