ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11952,326.0,30.0,Hsx,2.0,1,Alpha,-33.0,79.0
I,11955,278.0,20.0,Cao,2.0,2,Beta,-14.0,31.0
I,11957,279.0,80.0,Dai,8.0,12,Beta-Gamma,11.0,32.0
I,11958,252.0,10.0,Hrx,2.0,2,Alpha,-8.0,5.0
I,11959,238.0,160.0,Cao,12.0,5,Beta-Gamma,-24.0,-9.0
I,11960,237.0,200.0,Hax,3.0,1,Alpha,-16.0,-10.0
I,11961,323.0,30.0,Cso,5.0,3,Beta,-11.0,76.0
I,11963,213.0,10.0,Axx,3.0,3,Alpha,-6.0,-34.0
I,11965,201.0,20.0,Hrx,3.0,2,Alpha,-15.0,-46.0
IA,11956,295.0,,,,,,-15.0,48.0
IA,11962,284.0,,,,,,-37.0,37.0
IA,11964,221.0,,,,,,-13.0,-26.0
