ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12102,279.0,0.0,Axx,1.0,2,Alpha,11.0,51.0
I,12103,296.0,10.0,Bxo,5.0,3,Beta,-8.0,68.0
I,12104,268.0,190.0,Dso,5.0,9,Beta-Gamma,-12.0,40.0
I,12106,261.0,80.0,Hax,4.0,4,Alpha,14.0,33.0
I,12107,258.0,210.0,Cso,6.0,6,Beta,-20.0,30.0
I,12108,240.0,720.0,Ekc,11.0,29,Beta-Gamma-Delta,-8.0,12.0
I,12109,219.0,620.0,Ekc,11.0,22,Beta-Gamma-Delta,-10.0,-9.0
I,12110,234.0,10.0,Bxo,5.0,4,Beta,-18.0,6.0
I,12111,203.0,60.0,Hsx,2.0,4,Alpha,6.0,-24.0
I,12112,298.0,0.0,Bxo,4.0,2,Beta,-15.0,71.0
I,12113,165.0,80.0,Cao,3.0,2,Beta,7.0,-62.0
IA,12100,310.0,,,,,,10.0,82.0
IA,12105,315.0,,,,,,-5.0,87.0
