ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11990,107.0,180.0,Dso,6.0,11,Beta,-12.0,55.0
I,11991,90.0,110.0,Eso,13.0,19,Beta,-25.0,38.0
I,11993,102.0,10.0,Bxo,6.0,8,Beta,16.0,51.0
I,11995,115.0,10.0,Bxo,3.0,4,Beta,-17.0,63.0
I,11996,50.0,50.0,Dso,8.0,13,Beta,15.0,-2.0
I,11998,1.0,100.0,Cao,4.0,3,Beta,-10.0,-51.0
I,11999,45.0,40.0,Dso,5.0,6,Beta,-18.0,-7.0
I,12000,11.0,20.0,Cso,3.0,2,Beta,-10.0,-41.0
I,12001,89.0,10.0,Bxo,3.0,3,Beta,19.0,37.0
IA,11989,137.0,,,,,,8.0,84.0
