ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12005,263.0,190.0,Hsx,3.0,1,Alpha,12.0,60.0
I,12008,233.0,30.0,Dro,8.0,8,Beta,-11.0,30.0
I,12010,203.0,160.0,Dac,9.0,26,Beta-Gamma,-15.0,0.0
I,12011,280.0,300.0,Dho,9.0,12,Beta,-7.0,77.0
I,12013,187.0,30.0,Hax,1.0,1,Alpha,13.0,-16.0
I,12014,168.0,170.0,Dso,9.0,9,Beta-Gamma,-14.0,-35.0
I,12015,231.0,60.0,Dac,3.0,5,Beta,-15.0,28.0
I,12016,197.0,10.0,Bxo,2.0,2,Beta,-29.0,-6.0
I,12017,145.0,30.0,Cao,3.0,5,Beta,9.0,-58.0
IA,12007,250.0,,,,,,11.0,47.0
IA,12009,289.0,,,,,,14.0,86.0
IA,12012,198.0,,,,,,-9.0,-5.0
