ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12227,1.0,150.0,Hsx,2.0,1,Alpha,-4.0,72.0
I,12230,321.0,190.0,Dac,7.0,21,Beta-Gamma,-15.0,32.0
I,12232,291.0,30.0,Cro,8.0,9,Beta,10.0,2.0
I,12234,316.0,100.0,Cao,7.0,9,Beta,4.0,27.0
I,12235,266.0,100.0,Hsx,3.0,1,Alpha,-8.0,-23.0
I,12236,241.0,200.0,Dao,9.0,3,Beta,30.0,-48.0
I,12237,248.0,120.0,Eso,14.0,7,Beta,-15.0,-41.0
IA,12229,2.0,,,,,,-23.0,73.0
IA,12231,2.0,,,,,,-3.0,73.0
IA,12233,332.0,,,,,,3.0,43.0
IA,12238,248.0,,,,,,1.0,-41.0
