ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12236,239.0,50.0,Hsx,2.0,1,Alpha,30.0,82.0
I,12241,218.0,330.0,Cko,11.0,9,Beta-Gamma,-8.0,61.0
I,12242,242.0,310.0,Dkc,10.0,5,Beta-Gamma,-16.0,85.0
I,12244,157.0,130.0,Dao,8.0,20,Beta-Gamma,-3.0,0.0
I,12245,122.0,50.0,Cao,7.0,9,Beta,9.0,-35.0
I,12246,108.0,70.0,Hsx,2.0,1,Alpha,17.0,-49.0
I,12247,98.0,60.0,Hax,1.0,2,Alpha,-24.0,-59.0
I,12248,82.0,30.0,Hsx,4.0,1,Alpha,-20.0,-75.0
IA,12240,221.0,,,,,,10.0,64.0
IA,12243,185.0,,,,,,9.0,28.0
