ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12034,247.0,260.0,Eki,13.0,11,Beta-Gamma,5.0,80.0
I,12035,225.0,290.0,Eki,12.0,27,Beta-Gamma,-15.0,58.0
I,12036,248.0,150.0,Esi,11.0,11,Beta-Gamma,-17.0,81.0
I,12037,249.0,30.0,Hax,2.0,1,Alpha,-9.0,82.0
I,12038,187.0,90.0,Cai,7.0,18,Beta,-10.0,20.0
I,12042,165.0,160.0,Dao,9.0,4,Beta,18.0,-2.0
I,12044,143.0,30.0,Cao,9.0,12,Beta,-21.0,-24.0
I,12045,120.0,50.0,Cao,2.0,4,Beta,-23.0,-47.0
IA,12039,237.0,,,,,,24.0,70.0
IA,12040,223.0,,,,,,15.0,56.0
IA,12043,240.0,,,,,,-11.0,73.0
