ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12139,54.0,10.0,Bxo,10.0,3,Beta,16.0,74.0
I,12141,29.0,50.0,Hsx,2.0,1,Alpha,16.0,49.0
I,12143,33.0,80.0,Dac,6.0,22,Beta,-5.0,53.0
I,12146,347.0,140.0,Cso,4.0,6,Beta,10.0,7.0
I,12147,334.0,10.0,Hax,2.0,1,Alpha,-8.0,-6.0
I,12148,326.0,130.0,Eac,11.0,16,Beta-Gamma,6.0,-14.0
I,12149,277.0,180.0,Eac,12.0,9,Beta-Gamma,12.0,-63.0
I,12150,267.0,60.0,Hsx,2.0,1,Alpha,-13.0,-73.0
IA,12142,41.0,,,,,,5.0,61.0
IA,12145,62.0,,,,,,-27.0,82.0
