ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12506,228.0,60.0,Cso,3.0,4,Beta,-6.0,76.0
I,12510,122.0,30.0,Cro,4.0,3,Beta,5.0,-30.0
I,12512,152.0,20.0,Cro,4.0,3,Beta,11.0,0.0
I,12513,103.0,40.0,Hsx,2.0,1,Alpha,12.0,-49.0
I,12514,163.0,20.0,Cro,6.0,9,Beta,14.0,11.0
I,12515,166.0,10.0,Bxo,3.0,2,Beta,-3.0,14.0
I,12516,157.0,10.0,Bxo,3.0,3,Beta,-4.0,5.0
IA,12508,216.0,,,,,,6.0,64.0
IA,12509,194.0,,,,,,9.0,42.0
IA,12511,133.0,,,,,,6.0,-19.0
