ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11861,163.0,240.0,Eac,13.0,9,Beta-Gamma,-7.0,91.0
I,11864,157.0,30.0,Hax,1.0,1,Alpha,-22.0,85.0
I,11868,102.0,40.0,Cao,2.0,3,Beta,23.0,30.0
I,11869,77.0,20.0,Hrx,1.0,1,Alpha,20.0,5.0
I,11870,144.0,10.0,Bxo,1.0,3,Beta,-15.0,72.0
I,11872,57.0,80.0,Hsx,2.0,1,Alpha,-17.0,-15.0
I,11873,49.0,20.0,Cro,3.0,6,Beta,12.0,-23.0
I,11874,78.0,40.0,Dao,5.0,6,Beta,-11.0,6.0
I,11875,26.0,150.0,Esi,12.0,15,Beta-Gamma,8.0,-46.0
I,11877,11.0,260.0,Cko,4.0,4,Beta,-12.0,-61.0
IA,11865,150.0,,,,,,-23.0,78.0
IA,11871,78.0,,,,,,16.0,6.0
IA,11876,162.0,,,,,,5.0,90.0
