ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11772,255.0,100.0,Hax,2.0,1,Alpha,-22.0,78.0
I,11774,241.0,40.0,Cao,4.0,4,Beta,-17.0,64.0
I,11775,222.0,220.0,Dsc,6.0,7,Beta-Gamma,-26.0,45.0
I,11776,253.0,130.0,Dso,8.0,4,Beta,11.0,76.0
I,11777,160.0,170.0,Hsx,2.0,2,Alpha,-15.0,-16.0
I,11778,128.0,80.0,Cao,7.0,4,Beta,-16.0,-49.0
IA,11769,265.0,,,,,,-22.0,87.0
IA,11770,255.0,,,,,,-15.0,77.0
IA,11771,248.0,,,,,,-15.0,70.0
IA,11773,240.0,,,,,,4.0,62.0
