ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11912,144.0,80.0,Hsx,2.0,1,Alpha,-21.0,52.0
I,11916,171.0,320.0,Ekc,12.0,20,Beta-Gamma,-12.0,78.0
I,11917,75.0,210.0,Dai,7.0,13,Beta,-15.0,-17.0
I,11918,54.0,160.0,Dao,5.0,7,Beta,-9.0,-38.0
I,11919,145.0,20.0,Cro,4.0,3,Beta,-6.0,52.0
I,11920,48.0,90.0,Hax,2.0,1,Alpha,12.0,-44.0
I,11921,42.0,350.0,Hkx,4.0,2,Alpha,7.0,-50.0
I,11922,124.0,90.0,Dso,7.0,8,Beta-Gamma,10.0,32.0
I,11923,79.0,10.0,Bxo,5.0,9,Beta,18.0,-14.0
I,11924,151.0,20.0,Cro,4.0,2,Beta,-13.0,59.0
