ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11777,164.0,100.0,Hsx,6.0,1,Alpha,-17.0,93.0
I,11780,148.0,30.0,Hrx,4.0,2,Alpha,-11.0,78.0
I,11781,129.0,110.0,Dsi,9.0,12,Beta,22.0,57.0
I,11783,37.0,10.0,Hrx,0.0,1,Alpha,7.0,-33.0
I,11784,54.0,40.0,Cso,4.0,5,Beta,-14.0,-17.0
I,11785,8.0,300.0,Fho,19.0,8,Beta,-11.0,-62.0
I,11786,54.0,30.0,Cro,2.0,2,Beta,-31.0,-18.0
IA,11778,128.0,,,,,,-18.0,56.0
IA,11779,114.0,,,,,,17.0,42.0
IA,11782,81.0,,,,,,-15.0,9.0
