ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11711,158.0,440.0,Dho,5.0,5,Beta,-17.0,16.0
I,11713,175.0,130.0,Dai,9.0,16,Beta-Gamma,10.0,33.0
I,11714,128.0,80.0,Cso,6.0,6,Beta,13.0,-14.0
I,11715,181.0,10.0,Bxo,2.0,4,Beta,18.0,39.0
I,11717,91.0,10.0,Bxo,2.0,2,Beta,-12.0,-51.0
I,11718,109.0,130.0,Dsi,7.0,10,Beta-Gamma,22.0,-33.0
I,11719,76.0,80.0,Cso,2.0,4,Beta,8.0,-66.0
IA,11708,195.0,,,,,,13.0,53.0
IA,11710,197.0,,,,,,-23.0,55.0
IA,11712,192.0,,,,,,2.0,50.0
IA,11716,124.0,,,,,,-19.0,-18.0
