ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11682,297.0,60.0,Cao,5.0,2,Beta,-18.0,94.0
I,11683,202.0,80.0,Dao,7.0,11,Beta,-15.0,-1.0
I,11685,187.0,10.0,Bxo,4.0,2,Beta,-14.0,-16.0
I,11686,262.0,100.0,Dac,7.0,11,Beta-Gamma,-14.0,59.0
I,11687,164.0,10.0,Bxo,3.0,4,Beta,10.0,-46.0
I,11688,179.0,30.0,Cso,4.0,3,Beta,-15.0,-24.0
I,11689,150.0,10.0,Bxo,2.0,3,Beta,-19.0,-54.0
IA,11680,273.0,,,,,,-28.0,69.0
IA,11681,253.0,,,,,,17.0,49.0
IA,11684,247.0,,,,,,17.0,43.0
