ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11856,226.0,30.0,Cao,3.0,3,Beta,7.0,10.0
I,11857,227.0,90.0,Hsx,2.0,1,Alpha,-8.0,11.0
I,11860,187.0,10.0,Axx,2.0,2,Alpha,-27.0,-31.0
I,11861,165.0,10.0,Bxo,6.0,3,Beta,-13.0,-50.0
I,11862,250.0,20.0,Cso,6.0,3,Beta,-23.0,34.0
I,11863,197.0,10.0,Bxo,4.0,4,Beta,-18.0,-19.0
I,11864,154.0,50.0,Hsx,1.0,1,Alpha,-23.0,-62.0
I,11865,143.0,60.0,Cao,3.0,2,Beta,-20.0,-73.0
IA,11854,301.0,,,,,,5.0,84.0
IA,11859,282.0,,,,,,-15.0,65.0
