ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11818,221.0,150.0,Hsx,6.0,1,Alpha,-6.0,91.0
I,11820,177.0,130.0,Dai,8.0,15,Beta-Gamma,-12.0,47.0
I,11823,140.0,120.0,Cso,6.0,5,Beta,-7.0,10.0
I,11824,199.0,10.0,Axx,0.0,1,Alpha,-12.0,70.0
I,11825,185.0,70.0,Cso,7.0,5,Beta,15.0,55.0
I,11827,97.0,130.0,Dac,7.0,8,Beta,-18.0,-32.0
I,11828,88.0,40.0,Cao,8.0,3,Beta,15.0,-41.0
I,11829,190.0,40.0,Dao,5.0,5,Beta,6.0,60.0
I,11830,167.0,10.0,Bxo,4.0,3,Beta,-6.0,37.0
I,11831,164.0,30.0,Cao,3.0,3,Beta,14.0,34.0
IA,11822,158.0,,,,,,-11.0,28.0
IA,11826,157.0,,,,,,13.0,27.0
