ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11711,157.0,400.0,Cko,12.0,7,Beta,-19.0,28.0
I,11713,176.0,120.0,Dai,8.0,13,Beta-Gamma,11.0,47.0
I,11714,127.0,60.0,Cso,6.0,6,Beta,12.0,-2.0
I,11715,182.0,0.0,Axx,1.0,1,Alpha,18.0,53.0
I,11716,125.0,10.0,Bxo,2.0,2,Beta,-20.0,-4.0
I,11717,92.0,10.0,Axx,1.0,1,Alpha,-13.0,-37.0
I,11718,109.0,140.0,Dai,7.0,14,Beta-Gamma,20.0,-20.0
I,11719,76.0,150.0,Dsi,6.0,6,Beta-Gamma,8.0,-53.0
I,11720,137.0,20.0,Cso,3.0,4,Beta,11.0,8.0
IA,11708,196.0,,,,,,13.0,67.0
IA,11710,198.0,,,,,,-23.0,69.0
IA,11712,193.0,,,,,,2.0,64.0
