ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11638,308.0,80.0,Hsx,2.0,1,Alpha,13.0,34.0
I,11640,322.0,320.0,Eki,13.0,24,Beta-Gamma-Delta,28.0,48.0
I,11641,279.0,40.0,Cao,8.0,2,Beta,4.0,5.0
I,11642,252.0,100.0,Hsx,2.0,1,Alpha,-24.0,-22.0
I,11644,239.0,40.0,Hsx,2.0,1,Alpha,15.0,-35.0
I,11645,292.0,50.0,Dao,5.0,8,Beta,-13.0,18.0
I,11646,229.0,30.0,Hax,1.0,1,Alpha,14.0,-45.0
I,11647,329.0,30.0,Cao,5.0,4,Beta,16.0,55.0
I,11648,221.0,20.0,Cro,3.0,2,Beta,5.0,-53.0
I,11649,200.0,60.0,Hsx,2.0,1,Alpha,-14.0,-74.0
I,11650,197.0,50.0,Hsx,2.0,1,Alpha,-26.0,-77.0
I,11651,225.0,10.0,Axx,1.0,1,Alpha,19.0,-48.0
IA,11636,343.0,,,,,,14.0,69.0
IA,11637,351.0,,,,,,6.0,77.0
IA,11639,312.0,,,,,,-16.0,38.0
IA,11643,257.0,,,,,,-14.0,-17.0
