ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11689,149.0,140.0,Eai,12.0,16,Beta,-19.0,11.0
I,11690,121.0,20.0,Hrx,1.0,1,Alpha,24.0,-17.0
I,11691,122.0,60.0,Cao,10.0,7,Beta,13.0,-16.0
I,11692,77.0,220.0,Hsx,4.0,1,Alpha,9.0,-60.0
I,11693,167.0,20.0,Cro,3.0,3,Beta,18.0,30.0
I,11694,71.0,30.0,Hsx,1.0,1,Alpha,15.0,-66.0
IA,11683,203.0,,,,,,-15.0,65.0
IA,11685,187.0,,,,,,-13.0,49.0
IA,11687,161.0,,,,,,8.0,23.0
IA,11688,182.0,,,,,,-17.0,44.0
