ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11817,243.0,60.0,Cso,4.0,3,Beta,-19.0,88.0
I,11818,217.0,250.0,Hkx,4.0,3,Alpha,-4.0,61.0
I,11820,175.0,10.0,Bxo,6.0,5,Beta,-12.0,19.0
I,11822,156.0,10.0,Bxo,3.0,3,Beta,-11.0,0.0
I,11823,140.0,170.0,Cso,4.0,4,Beta,-8.0,-17.0
I,11824,196.0,120.0,Dao,6.0,9,Beta,-14.0,40.0
I,11825,183.0,70.0,Dai,6.0,20,Beta-Gamma,17.0,27.0
I,11826,155.0,10.0,Bxo,3.0,2,Beta,13.0,-1.0
I,11827,98.0,300.0,Dao,8.0,8,Beta,-18.0,-58.0
I,11828,92.0,30.0,Cao,9.0,4,Beta,15.0,-65.0
IA,11819,231.0,,,,,,-16.0,74.0
